etID  | Input | Late Latin | Output {GOLD}
1025   | #wˈiɡilat̪# | *#βʷˈeɡlɑt̪# | *#bˈeʎə# {GOLD: #bˈɛʎʎə#}
1026   | #est̪# | *#ɛst̪# | *#əs# {GOLD: #ˈes#}
1027   | #kˈan̪t̪an̪t̪# | *#kˈɑn̪t̪ɑn̪t̪# | *#kˈart̪ə# {GOLD: #kˈan̪t̪ən̪#}
1028   | #ˈopus# | *#ˈɔpos# | *#ˈɔps# {GOLD: #ˈɔps#}
1029   | #pˈan̪es# | *#pˈɑn̪ɛs# | *#pˈan̪s# {GOLD: #pˈan̪s#}
1030   | #wˈoles# | *#βʷˈɔlɛs# | *#bˈɔs# {GOLD: #bˈɔls#}
1031   | #kˌan̪t̪ˈat̪is# | *#kˌɑn̪t̪ˈɑt̪es# | *#kən̪t̪ˈat̪s# {GOLD: #kən̪t̪ˈat̪s#}
1032   | #kˈippum# | *#cˈeppo# | *#sˈepu# {GOLD: #sˈɛp#}
1033   | #sˈikkum# | *#sˈekko# | *#sˈeku# {GOLD: #sˈɛk#}
1034   | #rˌeːwˈersum# | *#rˌeβʷˈɛrso# | *#riβˈes# {GOLD: #rəβˈes#}
1035   | #frˈiskum# | *#frˈesko# | *#frˈesk# {GOLD: #fɾˈɛsk#}
1036   | #t̪rˌiˈumpʰum# | *#t̪rˌeˈompo# | *#rˈomp# {GOLD: #t̪ɾiˈomf#}
1037   | #fˈirmum# | *#fˈermo# | *#fˈɛrm# {GOLD: #fˈɛrm#}
1038   | #kˈorn̪um# | *#kˈɔrn̪o# | *#kˈɔr# {GOLD: #kˈorn#}
1039   | #kˌohˈoːrt̪em# | *#kˈort̪ɛ# | *#kˈort̪# {GOLD: #kˈort#}
1040   | #sˈerpem# | *#sˈɛrpɛ# | *#sˈɛrp# {GOLD: #sˈerp#}
1041   | #kˌast̪ˈellum# | *#kˌɑst̪ˈɛllo# | *#kəst̪ˈɛʎ# {GOLD: #kəst̪ˈeʎ#}
1042   | #pˈullum# | *#pˈollo# | *#pˈoʎ# {GOLD: #pˈoʎ#}
1043   | #fˌen̪ˈukulum# | *#fˌɛn̪ˈoklo# | *#fin̪ˈoʎə# {GOLD: #fən̪ˈoʎ#}
1044   | #pˌerˈiːkulum# | *#pˌɛrˈiklo# | *#pəɾˈilə# {GOLD: #pəɾˈiʎ#}
1045   | #kˌolˈumbum# | *#kˌɔlˈombo# | *#kulˈom# {GOLD: #kulˈom#}
1046   | #lˈimbum# | *#lˈembo# | *#ʎˈem# {GOLD: #ʎˈim#}
1047   | #lˈumbum# | *#lˈombo# | *#ʎˈom# {GOLD: #ʎˈom#}
1048   | #ɡrˈan̪d̪em# | *#ɡrˈɑn̪d̪ɛ# | *#ɡrˈan̪# {GOLD: #ɡɾˈan#}
1049   | #ˈamplum# | *#ˈɑmplo# | *#ˈamblu# {GOLD: #ˈamplə#}
1050   | #sklˈoppum# | *#ˌesklˈɔppo# | *#əʃʎˈɔpu# {GOLD: #əsklˈɔp#}
1051   | #kˈon̪t̪raː# | *#kˈɔn̪t̪rɑ# | *#kˈon̪d̪rə# {GOLD: #kˈɔn̪t̪ɾə#}
1052   | #kˈon̪ɡrum# | *#kˈɔŋɡro# | *#kˈoŋɡru# {GOLD: #kˈoŋɡɾə#}
1053   | #d̪ˈiemˈerkuris# | *#d̪ˈeɛmˈɛrkores# | *#d̪ˈɛəmˈekuɾəs# {GOLD: #d̪imˈekɾəs#}
1054   | #ˈest̪is# | *#ˈɛst̪es# | *#ˈest̪əs# {GOLD: #ˈet̪s#}
1055   | #mˈarmorem# | *#mˈɑrmɔrɛ# | *#mˈarmə# {GOLD: #mˈarbɾə#}
1056   | #ˌae̯st̪imˈaːre# | *#ˌɛst̪emˈɑrɛ# | *#əst̪əmˈa# {GOLD: #əzmˈa#}
1057   | #kˌampsˈaːre# | *#kˌɑmpsˈɑrɛ# | *#kəmsˈa# {GOLD: #kən̪sˈa#}
1058   | #ˌekskˈarpsum# | *#ˌɛskˈɑrpso# | *#əskˈasu# {GOLD: #əskˈas#}
1059   | #ˈun̪d̪ekem# | *#ˈon̪d̪ɛcɛ# | *#ˈon̪əs# {GOLD: #ˈon̪zə#}
1060   | #kwˌat̪t̪uˈord̪ekem# | *#kwˌɑt̪t̪wˈɔrd̪ɛcɛ# | *#kwət̪ˈɔrd̪əs# {GOLD: #kət̪ˈorzə#}
1061   | #kˌoˈaɡulum# | *#kˌɔˈɑɡlo# | *#kˈaʎə# {GOLD: #kwˈaʎ#}
1062   | #kwˈan̪d̪um# | *#kwˈɑn̪d̪o# | *#kwˈan̪# {GOLD: #kwˈan#}
1063   | #kwˈan̪t̪um# | *#kwˈɑn̪t̪o# | *#kwˈan̪t̪# {GOLD: #kwˈan#}
1064   | #kwˈart̪um# | *#kwˈɑrt̪o# | *#kwˈart̪# {GOLD: #kwˈart#}
1065   | #kwˈat̪t̪uor# | *#kwˈɑt̪t̪wɔr# | *#kwˈat̪rə# {GOLD: #kwˈat̪ɾə#}
1066   | #kwˌid̪# | *#kwˌed̪# | *#kwˈe# {GOLD: #kə#}
1067   | #kwˈiːn̪d̪ekem# | *#kwˈin̪d̪ɛcɛ# | *#kwˈin̪əs# {GOLD: #kin̪zˈɛ#}
1068   | #kwˈoːmod̪oː# | *#kˈomɔd̪o# | *#kˈomt̪# {GOLD: #kˈɔm#}
1069   | #kwˈiːn̪kwe# | *#cˈiŋkwɛ# | *#ʃˈiŋkwə# {GOLD: #sˈiŋ#}
1070   | #ˌae̯kwˈaːlem# | *#ˌɛkwˈɑlɛ# | *#əɣwˈal# {GOLD: #iɣwˈal#}
1071   | #kwˌiːn̪kwˈaːn̪t̪a# | *#cˌiŋkwˈɑn̪t̪ɑ# | *#ʃiŋkwˈan̪t̪ə# {GOLD: #siŋkwˈan̪t̪ə#}
1072   | #ˈeɡua# | *#ˈɛɣwɑ# | *#ˈeɣwə# {GOLD: #ˈeɣwə#}
1073   | #pˈaskuam# | *#pˈɑskwɑ# | *#pˈaskwə# {GOLD: #pˈaskwə#}
1074   | #sˌekwˈeːre# | *#sˌɛkwˈerɛ# | *#siɣwˈe# {GOLD: #səɣˈi#}
1075   | #ˌɑn̪ɡuˈiːllɑ# | *#ˌɑŋɡwˈillɑ# | *#əŋɡwˈilə# {GOLD: #əŋɡˈilə#}
1076   | #kˈokwet̪# | *#kˈɔkwɛt̪# | *#kˈɔɣwə# {GOLD: #kˈɔw#}
1077   | #kˌokwˈiːn̪am# | *#kˌɔkwˈin̪ɑ# | *#kuɣwˈin̪ə# {GOLD: #kˈujn̪ə#}
1078   | #d̪ˌist̪in̪ɡuˈeːre# | *#d̪ˌest̪eŋɡwˈerɛ# | *#d̪əst̪əŋɡwˈe# {GOLD: #d̪ist̪iɲʒˈi#}
1079   | #kˌen̪suˈalem# | *#cˌeswˈɑlɛ# | *#səzwˈal# {GOLD: #sən̪sˈal#}
1080   | #bˈat̪t̪uere# | *#bˈɑt̪t̪wɛrɛ# | *#bˈat̪ə# {GOLD: #bˈat̪ɾə#}
1081   | #fˈut̪t̪uere# | *#fˈot̪t̪wɛrɛ# | *#fˈot̪ə# {GOLD: #fˈot̪ɾə#}
1082   | #kˌon̪fluˈen̪t̪em# | *#kˌɔn̪flwˈɛn̪t̪ɛ# | *#kun̪flˈɛn̪t̪# {GOLD: #kuɱflˈen#}
1083   | #fˌebruˈarium# | *#fˌɛβrwˈɑrʝo# | *#fəwlˈaɾə# {GOLD: #fəβɾˈe#}
1084   | #mˈort̪uam# | *#mˈɔrt̪wɑ# | *#mˈɔrt̪ə# {GOLD: #mˈɔrt̪ə#}
1085   | #ˌan̪n̪uˈaːlem# | *#ˌɑn̪n̪wˈɑlɛ# | *#əɲˈal# {GOLD: #əɲˈal#}
1086   | #jˌan̪ˈarium# | *#ʝˌɑn̪ˈɑrʝo# | *#ʒən̪ˈaɾə# {GOLD: #ʒən̪ˈe#}
1087   | #mˌan̪uˈoperam# | *#mˌɑn̪wˈɔpɛrɑ# | *#mən̪ˈɔprə# {GOLD: #mən̪ˈɔβɾə#}
1088   | #ˌabbrˌewiˈaːre# | *#ˌɑbbrˌɛʝˈɑrɛ# | *#əwrəʒˈa# {GOLD: #əβɾəwʒˈa#}
1089   | #ˌaɡɡrˌewiˈaːre# | *#ˌɑɡɡrˌɛʝˈɑrɛ# | *#əɣrəʒˈa# {GOLD: #əɣɾəwʒˈa#}
1090   | #ˌallˌewiˈaːre# | *#ˌɑllˌɛʝˈɑrɛ# | *#əʎəʒˈa# {GOLD: #əʎəwʒˈa#}
1091   | #lˌewiˈarium# | *#lˌɛʝˈɑrʝo# | *#ʎiʒˈaɾə# {GOLD: #ʎəwʒˈe#}
1092   | #ɡlˈad̪ium# | *#ɡlˈɑʝʝo# | *#ɡlˈaʒi# {GOLD: #ɡlˈaβi#}
1093   | #n̪ˈowium# | *#n̪ˈɔʝo# | *#n̪ˈɔi# {GOLD: #n̪ˈuβi#}
1094   | #sˈalwiam# | *#sˈɑɫʝɑ# | *#sˈaɫə# {GOLD: #sˈalβiə#}
1095   | #sˈepiam# | *#sˈɛpʝɑ# | *#sˈeʒə# {GOLD: #sˈipiə#}
1096   | #kˌambiˈaːre# | *#kˌɑmbʝˈɑrɛ# | *#kəmˈa# {GOLD: #kəmbiˈa#}
1097   | #ˈalweum# | *#ˈɑɫʝo# | *#ˈaɫə# {GOLD: #ˈɔβi#}
1098   | #hˈabeat̪# | *#hˈɑbʝɑt̪# | *#ˈaʒə# {GOLD: #ˈaʒə#}
1099   | #rˈubeam# | *#rˈobʝɑ# | *#rˈoʒə# {GOLD: #rˈɔʒə#}
1100   | #bˈawbium# | *#bˈɑwbʝo# | *#bˈɔʒu# {GOLD: #bˈɔt͡ʃ#}
1101   | #hˈabeoː# | *#hˈɑbʝo# | *#ˈaʒu# {GOLD: #ˈat͡ʃ#}
1102   | #sˌubplˈuwium# | *#sˌobplˈoʝo# | *#suwlˈoi# {GOLD: #suplˈut͡ʃ#}
1103   | #ˌakut̪iˈaːre# | *#ˌɑkot͡sʲʝˈɑrɛ# | *#əksˈa# {GOLD: #əɣuzˈa#}
1104   | #ˌat̪t̪it̪iˈaːre# | *#ˌɑt̪t̪et͡sʲʝˈɑrɛ# | *#ət̪əzˈa# {GOLD: #ət̪iˈa#}
1105   | #lˌaborat̪iˈoːn̪em# | *#lˌɑβɔrɑt͡sʲʝˈon̪ɛ# | *#ʎəwrəzˈo# {GOLD: #ʎəwɾˈo#}
1106   | #pˌart̪it̪iˈoːn̪em# | *#pˌɑrt̪et͡sʲʝˈon̪ɛ# | *#pərt̪əzˈo# {GOLD: #pərt̪iˈo#}
1107   | #prˌet̪iˈaːre# | *#prˌɛt͡sʲʝˈɑrɛ# | *#brəzˈa# {GOLD: #pɾeˈa#}
1108   | #sˌat̪iˈoːn̪em# | *#sˌɑt͡sʲʝˈon̪ɛ# | *#səzˈo# {GOLD: #səˈo#}
1109   | #t̪ˌiːt̪iˈoːn̪em# | *#t̪ˌit͡sʲʝˈon̪ɛ# | *#t̪izˈo# {GOLD: #t̪iˈo#}
1110   | #ˌarbˈut̪eam# | *#ˌɑrbˈot͡sʲʝɑ# | *#ərbˈozə# {GOLD: #ərbˈosə#}
1111   | #kˌapˈit̪iam# | *#kˌɑpˈet͡sʲʝɑ# | *#kəβˈezə# {GOLD: #kəβˈɛsə#}
1112   | #kˌapˈuːt̪iat̪# | *#kˌɑpˈut͡sʲʝɑt̪# | *#kˈuzə# {GOLD: #kəβˈusə#}
1113   | #mˈat̪eam# | *#mˈɑt͡sʲʝɑ# | *#mˈazə# {GOLD: #mˈasə#}
1114   | #pˈet̪t̪iam# | *#pˈɛt̪t͡sʲʝɑ# | *#pˈesə# {GOLD: #pˈesə#}
1115   | #plˈat̪t̪eam# | *#plˈɑt̪t͡sʲʝɑ# | *#plˈasə# {GOLD: #plˈasə#}
1116   | #d̪ˌalmˈat̪ium# | *#d̪ˌɑɫmˈɑt͡sʲʝo# | *#d̪əɫmˈas# {GOLD: #d̪əlmˈaw#}
1117   | #spˈat̪ium# | *#ˌespˈɑt͡sʲʝo# | *#əspˈas# {GOLD: #əspˈaj#}
1118   | #sˌerwˈit̪ium# | *#sˌɛrβʷˈet͡sʲʝo# | *#sirbˈes# {GOLD: #sərbˈɛj#}
1119   | #mˌalˈit̪iam# | *#mˌɑlˈet͡sʲʝɑ# | *#məlˈezə# {GOLD: #məlˈɛzə#}
1120   | #iˌust̪ˈit̪iam# | *#ʝˌost̪ˈet͡sʲʝɑ# | *#ʒust̪ˈezə# {GOLD: #ʒust̪ˈisiə#}
1121   | #mˌalˈit̪iam# | *#mˌɑlˈet͡sʲʝɑ# | *#məlˈezə# {GOLD: #məlˈisiə#}
1122   | #kˌat̪t̪eˈon̪em# | *#kˌɑt̪t͡sʲʝˈɔn̪ɛ# | *#kəsˈɔ# {GOLD: #kəsˈo#}
1123   | #lˌin̪t̪eˈolum# | *#lˌen̪t͡sʲʝˈɔlo# | *#ʎin̪sˈɔl# {GOLD: #ʎən̪sˈɔl#}
1124   | #mˌat̪t̪iˈaːn̪am# | *#mˌɑt̪t͡sʲʝˈɑn̪ɑ# | *#məsˈan̪ə# {GOLD: #məsˈan̪ə#}
1125   | #ˌalt̪iˈaːre# | *#ˌɑɫt͡sʲʝˈɑrɛ# | *#əɫsˈa# {GOLD: #əlsˈa#}
1126   | #lˈin̪t̪eam# | *#lˈen̪t͡sʲʝɑ# | *#ʎˈen̪sə# {GOLD: #ʎˈɛn̪sə#}
1127   | #fˈort̪iam# | *#fˈɔrt͡sʲʝɑ# | *#fˈɔsə# {GOLD: #fˈɔrsə#}
1128   | #mˈort̪ium# | *#mˈɔrt͡sʲʝo# | *#mˈɔs# {GOLD: #mˈars#}
1129   | #kˌapt̪iˈaːre# | *#kˌɑpt͡sʲʝˈɑrɛ# | *#kəsˈa# {GOLD: #kəsˈa#}
1130   | #n̪ˈopt̪ias# | *#n̪ˈɔpt͡sʲʝɑs# | *#n̪ˈɔəs# {GOLD: #n̪ˈɔsəs#}
1131   | #kˌapit̪iˈaːlem# | *#kˌɑpet͡sʲʝˈɑlɛ# | *#kəpsˈal# {GOLD: #kəpsˈal#}
1132   | #kˌapit̪iˈan̪am# | *#kˌɑpet͡sʲʝˈɑn̪ɑ# | *#kəpsˈan̪ə# {GOLD: #kəpsˈan̪ə#}
1133   | #ˌekskapit̪iˈaːre# | *#ˌɛskɑpet͡sʲʝˈɑrɛ# | *#əskəpsˈa# {GOLD: #əskəpsˈa#}
1134   | #ˈad̪jut̪at̪# | *#ˈɑʝʝot̪ɑt̪# | *#ˈaʒuðə# {GOLD: #əʒˈuðə#}
1135   | #pˌod̪iˈaːre# | *#pˌɔʝʝˈɑrɛ# | *#puʒˈa# {GOLD: #puʒˈa#}
1136   | #t̪rˌimˈod̪ia# | *#t̪rˌemˈɔʝʝɑ# | *#rimˈɔʒə# {GOLD: #t̪ɾəmˈuʒə#}
1137   | #wˌid̪eˈaːmus# | *#βʷˌeʝʝˈɑmos# | *#biʒˈams# {GOLD: #bəʒˈam#}
1138   | #wˈad̪ioː# | *#βʷˈɑʝʝo# | *#bˈaʒi# {GOLD: #bˈat͡ʃ#}
1139   | #fˌaɡeˈolum# | *#fˌɑʝʝˈɔlo# | *#fəʒˈɔl# {GOLD: #fəʒˈɔl#}
1140   | #spˈon̪ɡiam# | *#ˌespˈɔŋɟʝɑ# | *#əspˈɔɲə# {GOLD: #əspˈɔɲʒə#}
1141   | #sˈaɡioː# | *#sˈɑʝʝo# | *#sˈaʒi# {GOLD: #sˈat͡ʃ#}
1142   | #wˌirid̪iˈaːrium# | *#βʷˌereʝʝˈɑrʝo# | *#bijɾˈaɾə# {GOLD: #bərʒˈe#}
1143   | #hˌord̪eˈolum# | *#hˌɔrɟʝˈɔlo# | *#urʒˈɔl# {GOLD: #musˈɔl#}
1144   | #ˈod̪ium# | *#ˈɔʝʝo# | *#ˈɔʒi# {GOLD: #ˈɔði#}
1145   | #fˌormˈat̪ikum# | *#fˌɔrmˈɑt̪eko# | *#furmˈat̪k# {GOLD: #furmˈad͡ʒə#}
1146   | #hˌae̯rˈet̪ikum# | *#hˌɛrˈɛt̪eko# | *#iɾˈet̪k# {GOLD: #əɾˈed͡ʒə#}
1147   | #pˈed̪ikum# | *#pˈɛd̪eko# | *#pˈeðk# {GOLD: #pˈed͡ʒə#}
1148   | #sˌilwˈat̪ikum# | *#sˌeɫβʷˈɑt̪eko# | *#səɫbˈat̪k# {GOLD: #səlβˈad͡ʒə#}
1149   | #mˈan̪d̪ikat̪# | *#mˈɑn̪d̪ekɑt̪# | *#mˈan̪əɣə# {GOLD: #mˈeɲʒə#}
1150   | #wˈin̪d̪ikat̪# | *#βʷˈen̪d̪ekɑt̪# | *#bˈɛn̪əɣə# {GOLD: #bˈɛɲʒə#}
1151   | #pˈort̪ikum# | *#pˈɔrt̪eko# | *#pˈɔrt̪ək# {GOLD: #pˈɔrʃu#}
1152   | #pˈert̪ikam# | *#pˈɛrt̪ekɑ# | *#pˈɛrt̪əɣə# {GOLD: #pˈɛrʃə#}
1153   | #kˌamˈisiam# | *#kˌɑmˈesʝɑ# | *#kəmˈezə# {GOLD: #kəmˈizə#}
1154   | #lˈawseam# | *#lˈɑwsʝɑ# | *#ʎˈɔzə# {GOLD: #ʎˈɔzə#}
1155   | #pʰˌaseˈolum# | *#pˌɑsʝˈɔlo# | *#pəzˈɔl# {GOLD: #fəzˈɔl#}
1156   | #krˈasseum# | *#krˈɑssʝo# | *#ɡrˈazu# {GOLD: #ɡɾˈeʃ#}
1157   | #ɡrˈossium# | *#ɡrˈɔssʝo# | *#ɡrˈɔzu# {GOLD: #ɡɾˈuʃ#}
1158   | #ˌakiˈarium# | *#ˌɑccʝˈɑrʝo# | *#əsˈaɾə# {GOLD: #əsˈer#}
1159   | #ˌeːriːkiˈoːn̪em# | *#ˌericcʝˈon̪ɛ# | *#əsˈo# {GOLD: #əɾisˈo#}
1160   | #kˌalkeˈaːre# | *#kˌɑɫcʝˈɑrɛ# | *#kəɫsˈa# {GOLD: #kəlsˈa#}
1161   | #ɡˌallin̪ˈakeam# | *#ɡˌɑllen̪ˈɑccʝɑ# | *#ɡəʎən̪ˈasə# {GOLD: #ɡəʎin̪ˈasə#}
1162   | #iˌuːd̪ˈikium# | *#ʝˌud̪ˈeccʝo# | *#ʒuzˈes# {GOLD: #ʒuðˈisi#}
1163   | #pˌeriˌuːd̪ˈikium# | *#pˌɛrʝˌud̪ˈeccʝo# | *#pijɾuzˈes# {GOLD: #pərʒuðˈisi#}
1164   | #fˌakˈen̪d̪am# | *#fˌɑcˈɛn̪d̪ɑ# | *#fəzˈɛn̪ə# {GOLD: #fəˈen̪ə#}
1165   | #ˌaskiˈaːt̪am# | *#ˌɑscʝˈɑt̪ɑ# | *#əsˈaðə# {GOLD: #əʃˈaðə#}
1166   | #ˌaskiˈolum# | *#ˌɑscʝˈɔlo# | *#əsˈɔl# {GOLD: #əʃˈɔl#}
1167   | #rˌoskiˈaːt̪um# | *#rˌɔscʝˈɑt̪o# | *#rusˈat̪# {GOLD: #ruʃˈat#}
1168   | #kˌommeˈaːt̪um# | *#kˌɔmmʝˈɑt̪o# | *#kumˈat̪# {GOLD: #kumiˈat#}
1169   | #sˈiːmium# | *#sˈimʝo# | *#ʃˈimə# {GOLD: #sˈimi#}
1170   | #wˌin̪d̪ˈeːmiam# | *#βʷˌen̪d̪ˈemʝɑ# | *#bin̪ˈɛmiə# {GOLD: #bəɾˈɛmə#}
1171   | #wˌin̪d̪emiˈaːre# | *#βʷˌen̪d̪ɛmʝˈɑrɛ# | *#bin̪əmˈa# {GOLD: #bəɾəmˈa#}
1172   | #lˈiːn̪eam# | *#lˈin̪ʝɑ# | *#ʎˈin̪ə# {GOLD: #ʎˈiɲə#}
1173   | #mˌon̪t̪ˈan̪eam# | *#mˌɔn̪t̪ˈɑn̪ʝɑ# | *#murt̪ˈaɲə# {GOLD: #mun̪t̪ˈaɲə#}
1174   | #sˌen̪iˈoːrem# | *#sˌɛn̪ʝˈorɛ# | *#siɲˈo# {GOLD: #səɲˈo#}
1175   | #kˌan̪ˈon̪ikum# | *#kˌɑn̪ˈɔn̪eko# | *#kəɾˈon̪k# {GOLD: #kən̪ˈɔɲʒə#}
1176   | #d̪ˌomˈin̪ikum# | *#d̪ˌɔmˈen̪eko# | *#d̪umˈɛn̪k# {GOLD: #d̪umˈeɲʒə#}
1177   | #mˈon̪ikum# | *#mˈɔn̪eko# | *#mˈon̪k# {GOLD: #mˈɔɲʒu#}
1178   | #ˈallium# | *#ˈɑllʝo# | *#ˈaʎ# {GOLD: #ˈaʎ#}
1179   | #koːn̪sˈilium# | *#kosˈelʝo# | *#kuzˈeʎ# {GOLD: #kun̪sˈɛʎ#}
1180   | #d̪ˈoːlium# | *#d̪ˈolʝo# | *#d̪ˈoʎ# {GOLD: #d̪ˈoʎ#}
1181   | #fˈilium# | *#fˈelʝo# | *#fˈeʎ# {GOLD: #fˈiʎ#}
1182   | #min̪ist̪erˈaːlem# | *#men̪est̪ɛrˈɑlɛ# | *#min̪əst̪əɾˈal# {GOLD: #mən̪əst̪ɾˈal#}
1183   | #klˌariˈaːn̪am# | *#klˌɑrʝˈɑn̪ɑ# | *#kləɾˈan̪ə# {GOLD: #kləɾiˈan̪ə#}
1184   | #klˌawd̪iˈan̪us# | *#klˌɑwʝʝˈɑn̪os# | *#kluʒˈan̪s# {GOLD: #ɡluɾiˈan̪əs#}
1185   | #bˈarrium# | *#bˈɑrrʝo# | *#bˈɛɾə# {GOLD: #bˈari#}
1186   | #kˌurreˈoːlam# | *#kˌorrʝˈolɑ# | *#kujɾˈolə# {GOLD: #kuriˈɔlə#}
1187   | #wˌaskˈellum# | *#βʷˌɑscˈɛllo# | *#bəsˈɛʎ# {GOLD: #bəʃˈeʎ#}
1188   | #pˌereɡrˈiːn̪um# | *#pˌɛrɛɣrˈin̪o# | *#pəɣrˈi# {GOLD: #pələɣɾˈi#}
1189   | #lˈat̪roː# | *#lˈɑt̪ro# | *#ʎˈar# {GOLD: #ʎˈaðrə#}
1190   | #lˌat̪rˈoːn̪em# | *#lˌɑt̪rˈon̪ɛ# | *#ʎəɾˈo# {GOLD: #ʎəðrˈo#}
1191   | #pˈullam# | *#pˈollɑ# | *#pˈoʎə# {GOLD: #pˈoʎə#}
1192   | #t̪ˈappum# | *#t̪ˈɑppo# | *#t̪ˈapu# {GOLD: #t̪ˈap#}
1193   | #t̪ˌeɡmˈoːn̪em# | *#t̪ˌɛwmˈon̪ɛ# | *#t̪əwmˈo# {GOLD: #t̪imˈo#}
1194   | #wˈiskum# | *#βʷˈesko# | *#bˈesk# {GOLD: #bˈɛsk#}
1195   | #ˌad̪id̪ˈipsum# | *#ˌɑd̪ed̪ˈepso# | *#əðˈepsu# {GOLD: #əðˈes#}
1196   | #ˌad̪lˌon̪ɡˈaːre# | *#ˌɑd̪lˌɔŋɡˈɑrɛ# | *#əʎuŋˈa# {GOLD: #əʎuɲˈa#}
1197   | #ˌad̪plˌikˈare# | *#ˌɑd̪plˌekˈɑrɛ# | *#əðbləɣˈa# {GOLD: #əpləɣˈa#}
1198   | #ˌad̪prˈope# | *#ˌɑd̪prˈɔpɛ# | *#əðbrˈɔp# {GOLD: #apɾˈɔp#}
1199   | #wˈiskum# | *#βʷˈesko# | *#bˈesk# {GOLD: #bˈɛsk#}
1200   | #ˌabˌan̪t̪eˈaːre# | *#ˌɑβˌɑn̪t͡sʲʝˈɑrɛ# | *#əβən̪sˈa# {GOLD: #əβənsˈa#}
1201   | #ˌabˈant̪ius# | *#ˌɑβˈɑnt͡sʲʝos# | *#əβˈanus# {GOLD: #əβˈans#}
1202   | #ˌabbˈaːt̪em# | *#ˌɑbbˈɑt̪ɛ# | *#əβˈat̪# {GOLD: #əβˈat̪#}
1203   | #ˌabellˈaːn̪am# | *#ˌɑβɛllˈɑn̪ɑ# | *#əβʎˈan̪ə# {GOLD: #əβəʎˈan̪a#}
1204   | #ˈaːbilem# | *#ˈɑβelɛ# | *#ˈawl# {GOLD: #ˈabblə#}
1205   | #ˌabrˈot̪on̪um# | *#ˌɑβrˈɔt̪ɔn̪o# | *#əwrˈɔt̪# {GOLD: #bɾˈɔjðə#}
1206   | #ˌad̪# | *#ˌɑd̪# | *#ˈa# {GOLD: #ə#}
1207   | #ˌad̪iˌuːt̪ˈaːre# | *#ˌɑʝʝˌut̪ˈɑrɛ# | *#əʒuðˈa# {GOLD: #əʒuðˈa#}
1208   | #ˌad̪iˌuːt̪ˈaːre# | *#ˌɑʝʝˌut̪ˈɑrɛ# | *#əʒuðˈa# {GOLD: #əjðˈa#}
1209   | #ˌad̪kˌollˈiɡere# | *#ˌɑd̪kˌɔllˈeɣrɛ# | *#əðkuʎˈeɣr# {GOLD: #əkuʎˈi#}
1210   | #ˌad̪kˌord̪ˈaːre# | *#ˌɑd̪kˌɔrd̪ˈɑrɛ# | *#əðkuðˈa# {GOLD: #əkurd̪ˈa#}
1211   | #ˌakiˈaːrium# | *#ˌɑccʝˈɑrʝo# | *#əsˈaɾə# {GOLD: #əsˈer#}
1212   | #ˌakrifˈolum# | *#ˌɑkrefˈɔlo# | *#əɣrəfˈɔl# {GOLD: #ɡɾɛβˈul#}
1213   | #ˈaːkrum# | *#ˈɑkro# | *#ˈaɣrə# {GOLD: #ˈaɣɾə#}
1214   | #ˌakˈuːkulam# | *#ˌɑkˈuklɑ# | *#əɣˈuʎə# {GOLD: #əɣˈuʎə#}
1215   | #ˌakˌuːkulˈaːrium# | *#ˌɑkˌukolˈɑrʝo# | *#əɣuʎˈaɾə# {GOLD: #əɣuʎˈe#}
1216   | #ˌakˌuːleˈoːn̪em# | *#ˌɑkˌulʝˈon̪ɛ# | *#əɣuʎˈo# {GOLD: #əɣuʎˈo#}
1217   | #ˌakuːt̪ˈaːre# | *#ˌɑket̪ˈɑrɛ# | *#əkt̪ˈa# {GOLD: #əɣuˈa#}
1218   | #ˌakuːt̪iˈaːre# | *#ˌɑcet͡sʲʝˈɑrɛ# | *#əsˈa# {GOLD: #əɣuzˈa#}
1219   | #ˌakˈuːt̪um# | *#ˌɑkˈut̪o# | *#əɣˈut̪# {GOLD: #əɣˈut̪#}
1220   | #ˌekskˌappˈaːre# | *#ˌɛskˌɑppˈɑrɛ# | *#əskəpˈa# {GOLD: #əskəpˈa#}
1221   | #ˌekskˈarpsum# | *#ˌɛskˈɑrpso# | *#əskˈasu# {GOLD: #əskˈas#}
1222   | #sˈiːmiam# | *#sˈimʝɑ# | *#ʃˈimiə# {GOLD: #ʃimə#}